20
-1	2	-2	0	-3	1	-4	2	-5	3	-6	2	-7	3	-8	2	-9	0	-10	0	-11	2	-12	0	-13	1	-14	1	-15	1	-16	2	-17	1	-18	1	-19	0	-20	3	
0	-1	1	-2	2	-3	0	-4	2	-5	3	-6	1	-7	3	-8	2	-9	0	-10	0	-11	2	-12	0	-13	1	-14	1	-15	1	-16	2	-17	0	-18	1	-19	0	-20	3	
1	-1	1	-2	0	-3	1	-4	2	-5	3	-6	2	-7	3	-8	2	-9	0	-10	1	-11	2	-12	0	-13	1	-14	1	-15	1	-16	2	-17	1	-18	3	-19	2	-20	2	
2	-1	2	-2	1	-3	1	-4	2	-5	2	-6	3	-7	1	-8	2	-9	0	-10	0	-11	2	-12	0	-13	1	-14	1	-15	1	-16	2	-17	2	-18	1	-19	0	-20	3	
3	-1	0	-2	0	-3	1	-4	2	-5	3	-6	2	-7	3	-8	2	-9	0	-10	0	-11	2	-12	0	-13	1	-14	1	-15	3	-16	2	-17	1	-18	0	-19	0	-20	2	
4	-1	2	-2	1	-3	3	-4	1	-5	3	-6	2	-7	0	-8	2	-9	0	-10	0	-11	1	-12	0	-13	0	-14	0	-15	1	-16	2	-17	0	-18	3	-19	0	-20	3	
5	-1	2	-2	1	-3	1	-4	3	-5	1	-6	2	-7	3	-8	2	-9	0	-10	3	-11	2	-12	3	-13	1	-14	1	-15	0	-16	0	-17	1	-18	1	-19	0	-20	3	
6	-1	2	-2	1	-3	1	-4	2	-5	3	-6	3	-7	3	-8	2	-9	0	-10	0	-11	2	-12	0	-13	1	-14	1	-15	1	-16	1	-17	1	-18	3	-19	0	-20	1	
7	-1	1	-2	0	-3	2	-4	2	-5	3	-6	0	-7	3	-8	1	-9	0	-10	0	-11	2	-12	0	-13	2	-14	3	-15	1	-16	2	-17	2	-18	1	-19	0	-20	3	
8	-1	2	-2	1	-3	3	-4	2	-5	3	-6	2	-7	3	-8	2	-9	0	-10	2	-11	2	-12	0	-13	1	-14	0	-15	1	-16	2	-17	1	-18	1	-19	0	-20	3	
9	-1	3	-2	3	-3	2	-4	2	-5	3	-6	0	-7	3	-8	2	-9	0	-10	0	-11	3	-12	0	-13	1	-14	2	-15	1	-16	2	-17	1	-18	1	-19	1	-20	3	
